Specimen properties : Specimen label,"GCI2S1R3"
Specimen properties : Anvil height,"5.99000",mm
Specimen properties : Diameter,"5.22000",mm
Test : Rate 1,"24.00000",mm/min
Test : Start of hold value,"20.00000",%
Test : Duration,"120.00000",s

Extension,Load,Compressive stress,Time,PIP count,Compressive extension,Compressive strain (Extension)
(mm),(N),(MPa),(s),,(mm),(mm/mm)
"0.00000","0.09308","0.00435","0.00000","0.00000","0.00000","0.00000"
"0.00042","0.09415","0.00440","0.01000","0.00000","0.00042","0.00007"
"0.00083","0.09861","0.00461","0.02000","0.00000","0.00083","0.00014"
"0.00188","0.10845","0.00507","0.03000","0.00000","0.00188","0.00031"
"0.00313","0.13103","0.00612","0.04000","0.00000","0.00313","0.00052"
"0.00479","0.17507","0.00818","0.05000","0.00000","0.00479","0.00080"
"0.00708","0.25011","0.01169","0.06000","0.00000","0.00708","0.00118"
"0.00979","0.35923","0.01679","0.07000","0.00000","0.00979","0.00163"
"0.01333","0.49978","0.02335","0.08000","0.00000","0.01333","0.00223"
"0.01729","0.67491","0.03154","0.09000","0.00000","0.01729","0.00289"
"0.02146","0.87621","0.04094","0.10000","0.00000","0.02146","0.00358"
"0.02604","1.09927","0.05137","0.11000","0.00000","0.02604","0.00435"
"0.03063","1.33006","0.06215","0.12000","0.00000","0.03063","0.00511"
"0.03542","1.56125","0.07295","0.13000","0.00000","0.03542","0.00591"
"0.04021","1.79006","0.08364","0.14000","0.00000","0.04021","0.00671"
"0.04521","2.01396","0.09411","0.15000","0.00000","0.04521","0.00755"
"0.05000","2.22502","0.10397","0.16000","0.00000","0.05000","0.00835"
"0.05500","2.42730","0.11342","0.17000","0.00000","0.05500","0.00918"
"0.05958","2.62705","0.12275","0.18000","0.00000","0.05958","0.00995"
"0.06438","2.81560","0.13156","0.19000","0.00000","0.06438","0.01075"
"0.06875","2.99204","0.13981","0.20000","0.00000","0.06875","0.01148"
"0.07333","3.15955","0.14764","0.21000","0.00000","0.07333","0.01224"
"0.07792","3.31741","0.15501","0.22000","0.00000","0.07792","0.01301"
"0.08250","3.47328","0.16230","0.23000","0.00000","0.08250","0.01377"
"0.08708","3.62633","0.16945","0.24000","0.00000","0.08708","0.01454"
"0.09188","3.77426","0.17636","0.25000","0.00000","0.09188","0.01534"
"0.09646","3.92081","0.18321","0.26000","0.00000","0.09646","0.01610"
"0.10083","4.06848","0.19011","0.27000","0.00000","0.10083","0.01683"
"0.10521","4.21099","0.19677","0.28000","0.00000","0.10521","0.01756"
"0.10958","4.35092","0.20331","0.29000","0.00000","0.10958","0.01829"
"0.11396","4.48488","0.20957","0.30000","0.00000","0.11396","0.01902"
"0.11833","4.61674","0.21573","0.31000","0.00000","0.11833","0.01976"
"0.12271","4.74599","0.22177","0.32000","0.00000","0.12271","0.02049"
"0.12708","4.87917","0.22799","0.33000","0.00000","0.12708","0.02122"
"0.13146","5.01229","0.23421","0.34000","0.00000","0.13146","0.02195"
"0.13583","5.14716","0.24051","0.35000","0.00000","0.13583","0.02268"
"0.14021","5.27877","0.24666","0.36000","0.00000","0.14021","0.02341"
"0.14438","5.40560","0.25259","0.37000","0.00000","0.14438","0.02410"
"0.14833","5.52981","0.25839","0.38000","0.00000","0.14833","0.02476"
"0.15250","5.64982","0.26400","0.39000","0.00000","0.15250","0.02546"
"0.15667","5.76663","0.26946","0.40000","0.00000","0.15667","0.02615"
"0.16083","5.87998","0.27475","0.41000","0.00000","0.16083","0.02685"
"0.16479","5.99127","0.27996","0.42000","0.00000","0.16479","0.02751"
"0.16917","6.10837","0.28543","0.43000","0.00000","0.16917","0.02824"
"0.17333","6.22505","0.29088","0.44000","0.00000","0.17333","0.02894"
"0.17771","6.34314","0.29640","0.45000","0.00000","0.17771","0.02967"
"0.18188","6.46100","0.30190","0.46000","0.00000","0.18188","0.03036"
"0.18604","6.58033","0.30748","0.47000","0.00000","0.18604","0.03106"
"0.19021","6.69834","0.31299","0.48000","0.00000","0.19021","0.03175"
"0.19438","6.81553","0.31847","0.49000","0.00000","0.19438","0.03245"
"0.19854","6.93199","0.32391","0.50000","0.00000","0.19854","0.03315"
"0.20250","7.04815","0.32934","0.51000","0.00000","0.20250","0.03381"
"0.20667","7.16168","0.33464","0.52000","0.00000","0.20667","0.03450"
"0.21104","7.27267","0.33983","0.53000","0.00000","0.21104","0.03523"
"0.21500","7.38587","0.34512","0.54000","0.00000","0.21500","0.03589"
"0.21917","7.49808","0.35036","0.55000","0.00000","0.21917","0.03659"
"0.22333","7.60788","0.35549","0.56000","0.00000","0.22333","0.03728"
"0.22729","7.71710","0.36060","0.57000","0.00000","0.22729","0.03795"
"0.23146","7.82520","0.36565","0.58000","0.00000","0.23146","0.03864"
"0.23562","7.93301","0.37069","0.59000","0.00000","0.23562","0.03934"
"0.23958","8.04148","0.37576","0.60000","0.00000","0.23958","0.04000"
"0.24375","8.15172","0.38091","0.61000","0.00000","0.24375","0.04069"
"0.24771","8.25948","0.38594","0.62000","0.00000","0.24771","0.04135"
