Specimen properties : Specimen label,"GAI2S1R1"
Specimen properties : Anvil height,"6.00000",mm
Specimen properties : Diameter,"5.41000",mm
Test : Rate 1,"0.24000",mm/min
Test : Start of hold value,"20.00000",%
Test : Duration,"120.00000",s

Extension,Load,Compressive stress,Time,PIP count,Compressive extension,Compressive strain (Extension)
(mm),(N),(MPa),(s),,(mm),(mm/mm)
"0.00000","-0.00770","-0.00033","0.00000","0.00000","0.00000","0.00000"
"0.00000","-0.00819","-0.00036","0.01000","0.00000","0.00000","0.00000"
"0.00000","-0.00584","-0.00025","0.02000","0.00000","0.00000","0.00000"
"0.00000","-0.00230","-0.00010","0.03000","0.00000","0.00000","0.00000"
"0.00000","-0.00138","-0.00006","0.04000","0.00000","0.00000","0.00000"
"0.00000","-0.00458","-0.00020","0.05000","0.00000","0.00000","0.00000"
"0.00000","-0.00655","-0.00028","0.06000","0.00000","0.00000","0.00000"
"0.00000","-0.00755","-0.00033","0.07000","0.00000","0.00000","0.00000"
"0.00000","-0.00842","-0.00037","0.08000","0.00000","0.00000","0.00000"
"0.00000","-0.00854","-0.00037","0.09000","0.00000","0.00000","0.00000"
"0.00000","-0.01082","-0.00047","0.10000","0.00000","0.00000","0.00000"
"0.00000","-0.00991","-0.00043","0.11000","0.00000","0.00000","0.00000"
"0.00000","-0.00797","-0.00035","0.12000","0.00000","0.00000","0.00000"
"0.00000","-0.00795","-0.00035","0.13000","0.00000","0.00000","0.00000"
"0.00000","-0.01057","-0.00046","0.14000","0.00000","0.00000","0.00000"
"0.00000","-0.01223","-0.00053","0.15000","0.00000","0.00000","0.00000"
"0.00000","-0.01329","-0.00058","0.16000","0.00000","0.00000","0.00000"
"0.00000","-0.01180","-0.00051","0.17000","0.00000","0.00000","0.00000"
"0.00000","-0.00976","-0.00042","0.18000","0.00000","0.00000","0.00000"
"0.00000","-0.00611","-0.00027","0.19000","0.00000","0.00000","0.00000"
"0.00000","-0.00658","-0.00029","0.20000","0.00000","0.00000","0.00000"
"0.00000","-0.00691","-0.00030","0.21000","0.00000","0.00000","0.00000"
"0.00000","-0.00856","-0.00037","0.22000","0.00000","0.00000","0.00000"
"0.00000","-0.01156","-0.00050","0.23000","0.00000","0.00000","0.00000"
"0.00000","-0.01041","-0.00045","0.24000","0.00000","0.00000","0.00000"
"0.00000","-0.01010","-0.00044","0.25000","0.00000","0.00000","0.00000"
"0.00000","-0.00847","-0.00037","0.26000","0.00000","0.00000","0.00000"
"0.00000","-0.00598","-0.00026","0.27000","0.00000","0.00000","0.00000"
"0.00000","-0.00362","-0.00016","0.28000","0.00000","0.00000","0.00000"
"0.00000","-0.00334","-0.00015","0.29000","0.00000","0.00000","0.00000"
"0.00000","-0.00653","-0.00028","0.30000","0.00000","0.00000","0.00000"
"0.00000","-0.00875","-0.00038","0.31000","0.00000","0.00000","0.00000"
"0.00000","-0.01223","-0.00053","0.32000","0.00000","0.00000","0.00000"
"0.00000","-0.01295","-0.00056","0.33000","0.00000","0.00000","0.00000"
"0.00000","-0.01190","-0.00052","0.34000","0.00000","0.00000","0.00000"
"0.00000","-0.00993","-0.00043","0.35000","0.00000","0.00000","0.00000"
"0.00000","-0.00776","-0.00034","0.36000","0.00000","0.00000","0.00000"
"0.00000","-0.00747","-0.00032","0.37000","0.00000","0.00000","0.00000"
"0.00000","-0.00661","-0.00029","0.38000","0.00000","0.00000","0.00000"
"0.00000","-0.00379","-0.00016","0.39000","0.00000","0.00000","0.00000"
"0.00000","-0.00491","-0.00021","0.40000","0.00000","0.00000","0.00000"
"0.00000","-0.00706","-0.00031","0.41000","0.00000","0.00000","0.00000"
"0.00000","-0.00799","-0.00035","0.42000","0.00000","0.00000","0.00000"
"0.00000","-0.00343","-0.00015","0.43000","0.00000","0.00000","0.00000"
