Specimen properties : Specimen label,"GAI2S1R3"
Specimen properties : Anvil height,"6.08000",mm
Specimen properties : Diameter,"5.61000",mm
Test : Rate 1,"24.00000",mm/min
Test : Start of hold value,"20.00000",%
Test : Duration,"120.00000",s

Extension,Load,Compressive stress,Time,PIP count,Compressive extension,Compressive strain (Extension)
(mm),(N),(MPa),(s),,(mm),(mm/mm)
"-0.00042","-0.02523","-0.00102","0.00000","0.00000","-0.00042","-0.00007"
"-0.00042","-0.02381","-0.00096","0.01000","0.00000","-0.00042","-0.00007"
"0.00021","-0.02169","-0.00088","0.02000","0.00000","0.00021","0.00003"
"0.00104","-0.01054","-0.00043","0.03000","0.00000","0.00104","0.00017"
"0.00229","0.01693","0.00068","0.04000","0.00000","0.00229","0.00038"
"0.00479","0.07763","0.00314","0.05000","0.00000","0.00479","0.00079"
"0.00792","0.18842","0.00762","0.06000","0.00000","0.00792","0.00130"
"0.01167","0.35349","0.01430","0.07000","0.00000","0.01167","0.00192"
"0.01562","0.56786","0.02297","0.08000","0.00000","0.01562","0.00257"
"0.02000","0.81887","0.03313","0.09000","0.00000","0.02000","0.00329"
"0.02479","1.08888","0.04405","0.10000","0.00000","0.02479","0.00408"
"0.02937","1.36366","0.05517","0.11000","0.00000","0.02937","0.00483"
"0.03438","1.63491","0.06614","0.12000","0.00000","0.03438","0.00565"
"0.03917","1.89454","0.07665","0.13000","0.00000","0.03917","0.00644"
"0.04417","2.13870","0.08652","0.14000","0.00000","0.04417","0.00726"
"0.04875","2.36890","0.09584","0.15000","0.00000","0.04875","0.00802"
"0.05333","2.58543","0.10460","0.16000","0.00000","0.05333","0.00877"
"0.05771","2.78784","0.11279","0.17000","0.00000","0.05771","0.00949"
"0.06229","2.97703","0.12044","0.18000","0.00000","0.06229","0.01025"
"0.06688","3.15617","0.12769","0.19000","0.00000","0.06688","0.01100"
"0.07146","3.32885","0.13467","0.20000","0.00000","0.07146","0.01175"
"0.07625","3.49750","0.14150","0.21000","0.00000","0.07625","0.01254"
"0.08083","3.66290","0.14819","0.22000","0.00000","0.08083","0.01329"
"0.08521","3.82576","0.15478","0.23000","0.00000","0.08521","0.01401"
"0.08958","3.99166","0.16149","0.24000","0.00000","0.08958","0.01473"
"0.09396","4.14851","0.16783","0.25000","0.00000","0.09396","0.01545"
"0.09792","4.29920","0.17393","0.26000","0.00000","0.09792","0.01610"
"0.10250","4.44487","0.17982","0.27000","0.00000","0.10250","0.01686"
"0.10667","4.59673","0.18597","0.28000","0.00000","0.10667","0.01754"
"0.11104","4.74671","0.19203","0.29000","0.00000","0.11104","0.01826"
"0.11542","4.89340","0.19797","0.30000","0.00000","0.11542","0.01898"
"0.11979","5.03896","0.20386","0.31000","0.00000","0.11979","0.01970"
"0.12417","5.18311","0.20969","0.32000","0.00000","0.12417","0.02042"
"0.12854","5.32640","0.21549","0.33000","0.00000","0.12854","0.02114"
"0.13250","5.46855","0.22124","0.34000","0.00000","0.13250","0.02179"
"0.13667","5.60909","0.22692","0.35000","0.00000","0.13667","0.02248"
"0.14083","5.74492","0.23242","0.36000","0.00000","0.14083","0.02316"
"0.14521","5.88149","0.23794","0.37000","0.00000","0.14521","0.02388"
"0.14938","6.01824","0.24347","0.38000","0.00000","0.14938","0.02457"
"0.15354","6.15087","0.24884","0.39000","0.00000","0.15354","0.02525"
"0.15792","6.28274","0.25418","0.40000","0.00000","0.15792","0.02597"
"0.16208","6.41304","0.25945","0.41000","0.00000","0.16208","0.02666"
"0.16625","6.54289","0.26470","0.42000","0.00000","0.16625","0.02734"
"0.17042","6.67535","0.27006","0.43000","0.00000","0.17042","0.02803"
"0.17458","6.80986","0.27550","0.44000","0.00000","0.17458","0.02871"
"0.17875","6.94702","0.28105","0.45000","0.00000","0.17875","0.02940"
"0.18292","7.08175","0.28650","0.46000","0.00000","0.18292","0.03008"
"0.18688","7.21500","0.29189","0.47000","0.00000","0.18688","0.03074"
"0.19104","7.34188","0.29702","0.48000","0.00000","0.19104","0.03142"
"0.19521","7.46544","0.30202","0.49000","0.00000","0.19521","0.03211"
"0.19958","7.59071","0.30709","0.50000","0.00000","0.19958","0.03283"
"0.20375","7.71622","0.31217","0.51000","0.00000","0.20375","0.03351"
"0.20792","7.84395","0.31734","0.52000","0.00000","0.20792","0.03420"
"0.21188","7.97167","0.32250","0.53000","0.00000","0.21188","0.03485"
"0.21604","8.09655","0.32756","0.54000","0.00000","0.21604","0.03553"
"0.21979","8.21922","0.33252","0.55000","0.00000","0.21979","0.03615"
"0.22396","8.33898","0.33736","0.56000","0.00000","0.22396","0.03684"
"0.22792","8.45899","0.34222","0.57000","0.00000","0.22792","0.03749"
"0.23208","8.58047","0.34713","0.58000","0.00000","0.23208","0.03817"
"0.23604","8.70513","0.35218","0.59000","0.00000","0.23604","0.03882"
"0.24021","8.82914","0.35719","0.60000","0.00000","0.24021","0.03951"
"0.24438","8.95220","0.36217","0.61000","0.00000","0.24438","0.04019"
"0.24833","9.07410","0.36710","0.62000","0.00000","0.24833","0.04084"
"0.25229","9.19238","0.37189","0.63000","0.00000","0.25229","0.04150"
"0.25604","9.30938","0.37662","0.64000","0.00000","0.25604","0.04211"
"0.26000","9.42530","0.38131","0.65000","0.00000","0.26000","0.04276"
"0.26375","9.53853","0.38589","0.66000","0.00000","0.26375","0.04338"
"0.26771","9.65071","0.39043","0.67000","0.00000","0.26771","0.04403"
"0.27167","9.76359","0.39500","0.68000","0.00000","0.27167","0.04468"
"0.27583","9.87942","0.39968","0.69000","0.00000","0.27583","0.04537"
"0.27979","9.99922","0.40453","0.70000","0.00000","0.27979","0.04602"
"0.28396","10.12295","0.40954","0.71000","0.00000","0.28396","0.04670"
"0.28813","10.25005","0.41468","0.72000","0.00000","0.28813","0.04739"
"0.29208","10.37287","0.41965","0.73000","0.00000","0.29208","0.04804"
"0.29604","10.49592","0.42462","0.74000","0.00000","0.29604","0.04869"
"0.30021","10.61675","0.42951","0.75000","0.00000","0.30021","0.04938"
"0.30417","10.73454","0.43428","0.76000","0.00000","0.30417","0.05003"
"0.30813","10.85320","0.43908","0.77000","0.00000","0.30813","0.05068"
"0.31229","10.97142","0.44386","0.78000","0.00000","0.31229","0.05136"
"0.31625","11.08879","0.44861","0.79000","0.00000","0.31625","0.05201"
"0.32021","11.20413","0.45328","0.80000","0.00000","0.32021","0.05267"
"0.32438","11.32071","0.45799","0.81000","0.00000","0.32438","0.05335"
"0.32854","11.43653","0.46268","0.82000","0.00000","0.32854","0.05404"
"0.33250","11.55533","0.46748","0.83000","0.00000","0.33250","0.05469"
"0.33646","11.67677","0.47240","0.84000","0.00000","0.33646","0.05534"
"0.34042","11.79842","0.47732","0.85000","0.00000","0.34042","0.05599"
"0.34438","11.92057","0.48226","0.86000","0.00000","0.34438","0.05664"
"0.34833","12.04120","0.48714","0.87000","0.00000","0.34833","0.05729"
"0.35250","12.15765","0.49185","0.88000","0.00000","0.35250","0.05798"
"0.35646","12.27231","0.49649","0.89000","0.00000","0.35646","0.05863"
"0.36042","12.38432","0.50102","0.90000","0.00000","0.36042","0.05928"
"0.36437","12.49733","0.50559","0.91000","0.00000","0.36437","0.05993"
"0.36854","12.61116","0.51020","0.92000","0.00000","0.36854","0.06062"
"0.37250","12.72608","0.51485","0.93000","0.00000","0.37250","0.06127"
"0.37646","12.83984","0.51945","0.94000","0.00000","0.37646","0.06192"
"0.38042","12.95612","0.52415","0.95000","0.00000","0.38042","0.06257"
"0.38438","13.07140","0.52882","0.96000","0.00000","0.38438","0.06322"
"0.38833","13.19085","0.53365","0.97000","0.00000","0.38833","0.06387"
"0.39229","13.31092","0.53851","0.98000","0.00000","0.39229","0.06452"
"0.39625","13.42810","0.54325","0.99000","0.00000","0.39625","0.06517"
"0.40021","13.54028","0.54779","1.00000","0.00000","0.40021","0.06582"
"0.40438","13.65556","0.55245","1.01000","0.00000","0.40438","0.06651"
"0.40854","13.77793","0.55740","1.02000","0.00000","0.40854","0.06719"
"0.41250","13.89933","0.56231","1.03000","0.00000","0.41250","0.06785"
"0.41667","14.01821","0.56712","1.04000","0.00000","0.41667","0.06853"
"0.42063","14.13322","0.57178","1.05000","0.00000","0.42063","0.06918"
"0.42479","14.24699","0.57638","1.06000","0.00000","0.42479","0.06987"
"0.42875","14.36359","0.58110","1.07000","0.00000","0.42875","0.07052"
"0.43271","14.47773","0.58571","1.08000","0.00000","0.43271","0.07117"
