Specimen properties : Specimen label,"GBI2S1R3"
Specimen properties : Anvil height,"5.90000",mm
Specimen properties : Diameter,"5.62000",mm
Test : Rate 1,"24.00000",mm/min
Test : Start of hold value,"20.00000",%
Test : Duration,"120.00000",s

Extension,Load,Compressive stress,Time,PIP count,Compressive extension,Compressive strain (Extension)
(mm),(N),(MPa),(s),,(mm),(mm/mm)
"0.00000","-0.04479","-0.00181","0.00000","0.00000","0.00000","0.00000"
"0.00042","-0.04482","-0.00181","0.01000","0.00000","0.00042","0.00007"
"0.00063","-0.04482","-0.00181","0.02000","0.00000","0.00063","0.00011"
"0.00167","-0.03749","-0.00151","0.03000","0.00000","0.00167","0.00028"
"0.00354","-0.01163","-0.00047","0.04000","0.00000","0.00354","0.00060"
"0.00625","0.04659","0.00188","0.05000","0.00000","0.00625","0.00106"
"0.00979","0.14676","0.00592","0.06000","0.00000","0.00979","0.00166"
"0.01354","0.28995","0.01169","0.07000","0.00000","0.01354","0.00230"
"0.01771","0.47119","0.01899","0.08000","0.00000","0.01771","0.00300"
"0.02208","0.67077","0.02704","0.09000","0.00000","0.02208","0.00374"
"0.02688","0.87872","0.03542","0.10000","0.00000","0.02688","0.00456"
"0.03146","1.08896","0.04390","0.11000","0.00000","0.03146","0.00533"
"0.03625","1.29474","0.05219","0.12000","0.00000","0.03625","0.00614"
"0.04125","1.49379","0.06022","0.13000","0.00000","0.04125","0.00699"
"0.04604","1.68676","0.06800","0.14000","0.00000","0.04604","0.00780"
"0.05063","1.86867","0.07533","0.15000","0.00000","0.05063","0.00858"
"0.05521","2.03566","0.08206","0.16000","0.00000","0.05521","0.00936"
"0.05958","2.19457","0.08847","0.17000","0.00000","0.05958","0.01010"
"0.06417","2.34766","0.09464","0.18000","0.00000","0.06417","0.01088"
"0.06875","2.49408","0.10054","0.19000","0.00000","0.06875","0.01165"
"0.07333","2.63571","0.10625","0.20000","0.00000","0.07333","0.01243"
"0.07792","2.76968","0.11165","0.21000","0.00000","0.07792","0.01321"
"0.08250","2.90130","0.11696","0.22000","0.00000","0.08250","0.01398"
"0.08688","3.03516","0.12235","0.23000","0.00000","0.08688","0.01472"
"0.09125","3.16458","0.12757","0.24000","0.00000","0.09125","0.01547"
"0.09542","3.29078","0.13266","0.25000","0.00000","0.09542","0.01617"
"0.09979","3.41415","0.13763","0.26000","0.00000","0.09979","0.01691"
"0.10396","3.53546","0.14252","0.27000","0.00000","0.10396","0.01762"
"0.10833","3.65112","0.14719","0.28000","0.00000","0.10833","0.01836"
"0.11250","3.76706","0.15186","0.29000","0.00000","0.11250","0.01907"
"0.11688","3.88427","0.15658","0.30000","0.00000","0.11688","0.01981"
"0.12104","4.00256","0.16135","0.31000","0.00000","0.12104","0.02052"
"0.12542","4.11948","0.16607","0.32000","0.00000","0.12542","0.02126"
"0.12938","4.23051","0.17054","0.33000","0.00000","0.12938","0.02193"
"0.13354","4.33654","0.17482","0.34000","0.00000","0.13354","0.02263"
"0.13750","4.44125","0.17904","0.35000","0.00000","0.13750","0.02331"
"0.14146","4.54479","0.18321","0.36000","0.00000","0.14146","0.02398"
"0.14563","4.65344","0.18759","0.37000","0.00000","0.14563","0.02468"
"0.14958","4.76217","0.19197","0.38000","0.00000","0.14958","0.02535"
"0.15375","4.86962","0.19631","0.39000","0.00000","0.15375","0.02606"
"0.15792","4.97673","0.20062","0.40000","0.00000","0.15792","0.02677"
"0.16208","5.08281","0.20490","0.41000","0.00000","0.16208","0.02747"
"0.16646","5.18892","0.20918","0.42000","0.00000","0.16646","0.02821"
"0.17063","5.29375","0.21340","0.43000","0.00000","0.17063","0.02892"
"0.17458","5.39880","0.21764","0.44000","0.00000","0.17458","0.02959"
"0.17875","5.50429","0.22189","0.45000","0.00000","0.17875","0.03030"
"0.18271","5.60853","0.22609","0.46000","0.00000","0.18271","0.03097"
"0.18688","5.71099","0.23022","0.47000","0.00000","0.18688","0.03167"
"0.19104","5.81611","0.23446","0.48000","0.00000","0.19104","0.03238"
"0.19521","5.92329","0.23878","0.49000","0.00000","0.19521","0.03309"
"0.19917","6.02719","0.24297","0.50000","0.00000","0.19917","0.03376"
"0.20333","6.12945","0.24709","0.51000","0.00000","0.20333","0.03446"
"0.20750","6.23076","0.25118","0.52000","0.00000","0.20750","0.03517"
"0.21167","6.33182","0.25525","0.53000","0.00000","0.21167","0.03588"
"0.21563","6.43528","0.25942","0.54000","0.00000","0.21563","0.03655"
"0.21979","6.53854","0.26358","0.55000","0.00000","0.21979","0.03725"
"0.22375","6.64041","0.26769","0.56000","0.00000","0.22375","0.03792"
