Specimen properties : Specimen label,"GBI2S1R1"
Specimen properties : Anvil height,"5.90000",mm
Specimen properties : Diameter,"5.62000",mm
Test : Rate 1,"0.24000",mm/min
Test : Start of hold value,"20.00000",%
Test : Duration,"120.00000",s

Extension,Load,Compressive stress,Time,PIP count,Compressive extension,Compressive strain (Extension)
(mm),(N),(MPa),(s),,(mm),(mm/mm)
"0.00000","-0.01087","-0.00044","0.00000","0.00000","0.00000","0.00000"
"0.00000","-0.01094","-0.00044","0.01000","0.00000","0.00000","0.00000"
"0.00000","-0.00964","-0.00039","0.02000","0.00000","0.00000","0.00000"
"0.00000","-0.01016","-0.00041","0.03000","0.00000","0.00000","0.00000"
"0.00000","-0.01110","-0.00045","0.04000","0.00000","0.00000","0.00000"
"0.00000","-0.01131","-0.00046","0.05000","0.00000","0.00000","0.00000"
"0.00000","-0.01258","-0.00051","0.06000","0.00000","0.00000","0.00000"
"0.00000","-0.01549","-0.00062","0.07000","0.00000","0.00000","0.00000"
"0.00000","-0.01478","-0.00060","0.08000","0.00000","0.00000","0.00000"
"0.00000","-0.01291","-0.00052","0.09000","0.00000","0.00000","0.00000"
"0.00000","-0.01203","-0.00048","0.10000","0.00000","0.00000","0.00000"
"0.00000","-0.01195","-0.00048","0.11000","0.00000","0.00000","0.00000"
"0.00000","-0.01223","-0.00049","0.12000","0.00000","0.00000","0.00000"
"0.00000","-0.01280","-0.00052","0.13000","0.00000","0.00000","0.00000"
"0.00000","-0.00951","-0.00038","0.14000","0.00000","0.00000","0.00000"
"0.00000","-0.00736","-0.00030","0.15000","0.00000","0.00000","0.00000"
"0.00000","-0.00729","-0.00029","0.16000","0.00000","0.00000","0.00000"
"0.00000","-0.00593","-0.00024","0.17000","0.00000","0.00000","0.00000"
"0.00000","-0.00545","-0.00022","0.18000","0.00000","0.00000","0.00000"
"0.00000","-0.00593","-0.00024","0.19000","0.00000","0.00000","0.00000"
"0.00000","-0.00640","-0.00026","0.20000","0.00000","0.00000","0.00000"
"0.00000","-0.00647","-0.00026","0.21000","0.00000","0.00000","0.00000"
"0.00000","-0.00341","-0.00014","0.22000","0.00000","0.00000","0.00000"
"0.00000","-0.00159","-0.00006","0.23000","0.00000","0.00000","0.00000"
"0.00000","0.00155","0.00006","0.24000","0.00000","0.00000","0.00000"
"0.00000","0.00594","0.00024","0.25000","0.00000","0.00000","0.00000"
"0.00042","0.00776","0.00031","0.26000","0.00000","0.00042","0.00007"
"0.00063","0.00752","0.00030","0.27000","0.00000","0.00063","0.00011"
"0.00063","0.00745","0.00030","0.28000","0.00000","0.00063","0.00011"
"0.00063","0.00890","0.00036","0.29000","0.00000","0.00063","0.00011"
"0.00063","0.01582","0.00064","0.30000","0.00000","0.00063","0.00011"
"0.00063","0.02215","0.00089","0.31000","0.00000","0.00063","0.00011"
"0.00063","0.02503","0.00101","0.32000","0.00000","0.00063","0.00011"
"0.00063","0.02576","0.00104","0.33000","0.00000","0.00063","0.00011"
"0.00063","0.02300","0.00093","0.34000","0.00000","0.00063","0.00011"
"0.00063","0.02508","0.00101","0.35000","0.00000","0.00063","0.00011"
"0.00063","0.02710","0.00109","0.36000","0.00000","0.00063","0.00011"
"0.00063","0.02727","0.00110","0.37000","0.00000","0.00063","0.00011"
"0.00063","0.02654","0.00107","0.38000","0.00000","0.00063","0.00011"
"0.00063","0.02662","0.00107","0.39000","0.00000","0.00063","0.00011"
"0.00063","0.02601","0.00105","0.40000","0.00000","0.00063","0.00011"
"0.00083","0.02559","0.00103","0.41000","0.00000","0.00083","0.00014"
"0.00083","0.02436","0.00098","0.42000","0.00000","0.00083","0.00014"
"0.00083","0.02895","0.00117","0.43000","0.00000","0.00083","0.00014"
"0.00083","0.03400","0.00137","0.44000","0.00000","0.00083","0.00014"
"0.00083","0.03678","0.00148","0.45000","0.00000","0.00083","0.00014"
"0.00083","0.04032","0.00163","0.46000","0.00000","0.00083","0.00014"
"0.00083","0.03957","0.00159","0.47000","0.00000","0.00083","0.00014"
"0.00104","0.04100","0.00165","0.48000","0.00000","0.00104","0.00018"
"0.00104","0.03993","0.00161","0.49000","0.00000","0.00104","0.00018"
"0.00104","0.04034","0.00163","0.50000","0.00000","0.00104","0.00018"
"0.00104","0.04586","0.00185","0.51000","0.00000","0.00104","0.00018"
"0.00104","0.05037","0.00203","0.52000","0.00000","0.00104","0.00018"
"0.00125","0.05587","0.00225","0.53000","0.00000","0.00125","0.00021"
"0.00125","0.05825","0.00235","0.54000","0.00000","0.00125","0.00021"
"0.00125","0.05859","0.00236","0.55000","0.00000","0.00125","0.00021"
"0.00125","0.05992","0.00242","0.56000","0.00000","0.00125","0.00021"
"0.00125","0.06086","0.00245","0.57000","0.00000","0.00125","0.00021"
"0.00125","0.06201","0.00250","0.58000","0.00000","0.00125","0.00021"
"0.00146","0.06321","0.00255","0.59000","0.00000","0.00146","0.00025"
"0.00146","0.06439","0.00260","0.60000","0.00000","0.00146","0.00025"
"0.00146","0.07003","0.00282","0.61000","0.00000","0.00146","0.00025"
"0.00146","0.07608","0.00307","0.62000","0.00000","0.00146","0.00025"
"0.00167","0.08071","0.00325","0.63000","0.00000","0.00167","0.00028"
"0.00167","0.08321","0.00335","0.64000","0.00000","0.00167","0.00028"
"0.00167","0.08567","0.00345","0.65000","0.00000","0.00167","0.00028"
"0.00167","0.08710","0.00351","0.66000","0.00000","0.00167","0.00028"
"0.00167","0.08932","0.00360","0.67000","0.00000","0.00167","0.00028"
"0.00188","0.09114","0.00367","0.68000","0.00000","0.00188","0.00032"
"0.00188","0.09335","0.00376","0.69000","0.00000","0.00188","0.00032"
"0.00188","0.09745","0.00393","0.70000","0.00000","0.00188","0.00032"
"0.00188","0.10437","0.00421","0.71000","0.00000","0.00188","0.00032"
"0.00188","0.10560","0.00426","0.72000","0.00000","0.00188","0.00032"
"0.00208","0.10348","0.00417","0.73000","0.00000","0.00208","0.00035"
"0.00208","0.10233","0.00413","0.74000","0.00000","0.00208","0.00035"
"0.00208","0.10455","0.00421","0.75000","0.00000","0.00208","0.00035"
"0.00208","0.10612","0.00428","0.76000","0.00000","0.00208","0.00035"
"0.00229","0.10516","0.00424","0.77000","0.00000","0.00229","0.00039"
"0.00229","0.10756","0.00434","0.78000","0.00000","0.00229","0.00039"
"0.00229","0.10908","0.00440","0.79000","0.00000","0.00229","0.00039"
"0.00229","0.10839","0.00437","0.80000","0.00000","0.00229","0.00039"
"0.00229","0.10746","0.00433","0.81000","0.00000","0.00229","0.00039"
"0.00250","0.10838","0.00437","0.82000","0.00000","0.00250","0.00042"
"0.00250","0.11041","0.00445","0.83000","0.00000","0.00250","0.00042"
"0.00250","0.11409","0.00460","0.84000","0.00000","0.00250","0.00042"
"0.00250","0.11868","0.00478","0.85000","0.00000","0.00250","0.00042"
"0.00250","0.12339","0.00497","0.86000","0.00000","0.00250","0.00042"
"0.00271","0.12688","0.00512","0.87000","0.00000","0.00271","0.00046"
"0.00271","0.13111","0.00529","0.88000","0.00000","0.00271","0.00046"
"0.00271","0.13602","0.00548","0.89000","0.00000","0.00271","0.00046"
"0.00271","0.13873","0.00559","0.90000","0.00000","0.00271","0.00046"
"0.00292","0.13829","0.00557","0.91000","0.00000","0.00292","0.00049"
"0.00292","0.13790","0.00556","0.92000","0.00000","0.00292","0.00049"
"0.00292","0.14371","0.00579","0.93000","0.00000","0.00292","0.00049"
"0.00292","0.15109","0.00609","0.94000","0.00000","0.00292","0.00049"
"0.00292","0.15186","0.00612","0.95000","0.00000","0.00292","0.00049"
"0.00313","0.15247","0.00615","0.96000","0.00000","0.00313","0.00053"
"0.00313","0.15339","0.00618","0.97000","0.00000","0.00313","0.00053"
"0.00313","0.15354","0.00619","0.98000","0.00000","0.00313","0.00053"
"0.00313","0.15186","0.00612","0.99000","0.00000","0.00313","0.00053"
"0.00333","0.14976","0.00604","1.00000","0.00000","0.00333","0.00056"
"0.00333","0.15049","0.00607","1.01000","0.00000","0.00333","0.00056"
"0.00333","0.15233","0.00614","1.02000","0.00000","0.00333","0.00056"
"0.00333","0.16040","0.00647","1.03000","0.00000","0.00333","0.00056"
"0.00333","0.16598","0.00669","1.04000","0.00000","0.00333","0.00056"
"0.00354","0.17023","0.00686","1.05000","0.00000","0.00354","0.00060"
"0.00354","0.17234","0.00695","1.06000","0.00000","0.00354","0.00060"
"0.00354","0.17199","0.00693","1.07000","0.00000","0.00354","0.00060"
"0.00354","0.17422","0.00702","1.08000","0.00000","0.00354","0.00060"
"0.00354","0.17240","0.00695","1.09000","0.00000","0.00354","0.00060"
"0.00375","0.17320","0.00698","1.10000","0.00000","0.00375","0.00064"
"0.00375","0.17525","0.00706","1.11000","0.00000","0.00375","0.00064"
"0.00375","0.17442","0.00703","1.12000","0.00000","0.00375","0.00064"
"0.00375","0.17796","0.00717","1.13000","0.00000","0.00375","0.00064"
"0.00396","0.18283","0.00737","1.14000","0.00000","0.00396","0.00067"
"0.00396","0.18777","0.00757","1.15000","0.00000","0.00396","0.00067"
"0.00396","0.19160","0.00772","1.16000","0.00000","0.00396","0.00067"
"0.00396","0.19181","0.00773","1.17000","0.00000","0.00396","0.00067"
"0.00396","0.19100","0.00770","1.18000","0.00000","0.00396","0.00067"
"0.00417","0.19198","0.00774","1.19000","0.00000","0.00417","0.00071"
"0.00417","0.19404","0.00782","1.20000","0.00000","0.00417","0.00071"
