Specimen properties : Specimen label,"5"
Specimen properties : Anvil height,"6.30000",mm
Specimen properties : Diameter,"10.14000",mm
Test : Rate 1,"2.40000",mm/min
Test : Start of hold value,"20.00000",%
Test : Duration,"120.00000",s

Extension,Load,Compressive stress,Time,PIP count,Compressive extension,Compressive strain (Extension)
(mm),(N),(MPa),(s),,(mm),(mm/mm)
"0.00000","-0.00947","-0.00012","0.00000","0.00000","0.00000","0.00000"
"0.00000","-0.00804","-0.00010","0.01000","0.00000","0.00000","0.00000"
"0.00000","-0.00859","-0.00011","0.02000","0.00000","0.00000","0.00000"
"0.00000","-0.01153","-0.00014","0.03000","0.00000","0.00000","0.00000"
"0.00000","-0.01351","-0.00017","0.04000","0.00000","0.00000","0.00000"
"0.00000","-0.01328","-0.00016","0.05000","0.00000","0.00000","0.00000"
"0.00000","-0.01069","-0.00013","0.06000","0.00000","0.00000","0.00000"
"0.00042","-0.00235","-0.00003","0.07000","0.00000","0.00042","0.00007"
"0.00063","0.00934","0.00012","0.08000","0.00000","0.00063","0.00010"
"0.00063","0.02757","0.00034","0.09000","0.00000","0.00063","0.00010"
"0.00083","0.04516","0.00056","0.10000","0.00000","0.00083","0.00013"
"0.00083","0.06229","0.00077","0.11000","0.00000","0.00083","0.00013"
"0.00104","0.07501","0.00093","0.12000","0.00000","0.00104","0.00017"
"0.00125","0.08766","0.00109","0.13000","0.00000","0.00125","0.00020"
"0.00146","0.10194","0.00126","0.14000","0.00000","0.00146","0.00023"
"0.00146","0.11950","0.00148","0.15000","0.00000","0.00146","0.00023"
"0.00167","0.13643","0.00169","0.16000","0.00000","0.00167","0.00026"
"0.00188","0.15575","0.00193","0.17000","0.00000","0.00188","0.00030"
"0.00208","0.17668","0.00219","0.18000","0.00000","0.00208","0.00033"
"0.00229","0.20123","0.00249","0.19000","0.00000","0.00229","0.00036"
"0.00250","0.22403","0.00277","0.20000","0.00000","0.00250","0.00040"
"0.00292","0.24874","0.00308","0.21000","0.00000","0.00292","0.00046"
"0.00313","0.27666","0.00343","0.22000","0.00000","0.00312","0.00050"
"0.00333","0.30527","0.00378","0.23000","0.00000","0.00333","0.00053"
"0.00375","0.33501","0.00415","0.24000","0.00000","0.00375","0.00060"
"0.00396","0.36477","0.00452","0.25000","0.00000","0.00396","0.00063"
"0.00438","0.39967","0.00495","0.26000","0.00000","0.00438","0.00069"
"0.00458","0.44012","0.00545","0.27000","0.00000","0.00458","0.00073"
"0.00500","0.48410","0.00599","0.28000","0.00000","0.00500","0.00079"
"0.00542","0.52570","0.00651","0.29000","0.00000","0.00542","0.00086"
"0.00583","0.57036","0.00706","0.30000","0.00000","0.00583","0.00093"
"0.00625","0.61670","0.00764","0.31000","0.00000","0.00625","0.00099"
"0.00667","0.66305","0.00821","0.32000","0.00000","0.00667","0.00106"
"0.00729","0.71385","0.00884","0.33000","0.00000","0.00729","0.00116"
"0.00771","0.77024","0.00954","0.34000","0.00000","0.00771","0.00122"
"0.00812","0.82892","0.01026","0.35000","0.00000","0.00812","0.00129"
"0.00875","0.88917","0.01101","0.36000","0.00000","0.00875","0.00139"
"0.00938","0.95593","0.01184","0.37000","0.00000","0.00938","0.00149"
"0.01000","1.02373","0.01268","0.38000","0.00000","0.01000","0.00159"
"0.01042","1.09221","0.01353","0.39000","0.00000","0.01042","0.00165"
"0.01104","1.16138","0.01438","0.40000","0.00000","0.01104","0.00175"
"0.01167","1.23363","0.01528","0.41000","0.00000","0.01167","0.00185"
"0.01229","1.30372","0.01614","0.42000","0.00000","0.01229","0.00195"
