Specimen properties : Specimen label,"7"
Specimen properties : Anvil height,"6.34000",mm
Specimen properties : Diameter,"10.25000",mm
Test : Rate 1,"24.00000",mm/min
Test : Start of hold value,"20.00000",%
Test : Duration,"120.00000",s

Extension,Load,Compressive stress,Time,PIP count,Compressive extension,Compressive strain (Extension)
(mm),(N),(MPa),(s),,(mm),(mm/mm)
"-0.00042","-0.00786","-0.00010","0.00000","0.00000","-0.00042","-0.00007"
"-0.00042","-0.00763","-0.00009","0.01000","0.00000","-0.00042","-0.00007"
"0.00021","-0.00627","-0.00008","0.02000","0.00000","0.00021","0.00003"
"0.00125","0.00285","0.00003","0.03000","0.00000","0.00125","0.00020"
"0.00313","0.03468","0.00042","0.04000","0.00000","0.00312","0.00049"
"0.00583","0.11180","0.00135","0.05000","0.00000","0.00583","0.00092"
"0.00917","0.25545","0.00310","0.06000","0.00000","0.00917","0.00145"
"0.01313","0.46600","0.00565","0.07000","0.00000","0.01312","0.00207"
"0.01729","0.73539","0.00891","0.08000","0.00000","0.01729","0.00273"
"0.02167","1.05622","0.01280","0.09000","0.00000","0.02167","0.00342"
"0.02646","1.42254","0.01724","0.10000","0.00000","0.02646","0.00417"
"0.03125","1.83124","0.02219","0.11000","0.00000","0.03125","0.00493"
"0.03604","2.28442","0.02768","0.12000","0.00000","0.03604","0.00568"
"0.04083","2.77630","0.03365","0.13000","0.00000","0.04083","0.00644"
"0.04542","3.30603","0.04007","0.14000","0.00000","0.04542","0.00716"
"0.05000","3.86546","0.04685","0.15000","0.00000","0.05000","0.00789"
"0.05438","4.44883","0.05391","0.16000","0.00000","0.05438","0.00858"
"0.05896","5.05038","0.06120","0.17000","0.00000","0.05896","0.00930"
"0.06333","5.67377","0.06876","0.18000","0.00000","0.06333","0.00999"
"0.06792","6.32324","0.07663","0.19000","0.00000","0.06792","0.01071"
"0.07250","7.00050","0.08484","0.20000","0.00000","0.07250","0.01144"
"0.07708","7.70906","0.09343","0.21000","0.00000","0.07708","0.01216"
"0.08146","8.43898","0.10227","0.22000","0.00000","0.08146","0.01285"
"0.08583","9.18148","0.11127","0.23000","0.00000","0.08583","0.01354"
"0.09000","9.92061","0.12023","0.24000","0.00000","0.09000","0.01420"
"0.09438","10.64356","0.12899","0.25000","0.00000","0.09438","0.01489"
"0.09875","11.34358","0.13747","0.26000","0.00000","0.09875","0.01558"
"0.10313","12.03690","0.14587","0.27000","0.00000","0.10313","0.01627"
"0.10750","12.72489","0.15421","0.28000","0.00000","0.10750","0.01696"
"0.11187","13.41908","0.16262","0.29000","0.00000","0.11187","0.01765"
"0.11604","14.12391","0.17117","0.30000","0.00000","0.11604","0.01830"
"0.12021","14.82687","0.17969","0.31000","0.00000","0.12021","0.01896"
"0.12438","15.52745","0.18818","0.32000","0.00000","0.12438","0.01962"
"0.12854","16.21935","0.19656","0.33000","0.00000","0.12854","0.02027"
"0.13250","16.89947","0.20480","0.34000","0.00000","0.13250","0.02090"
"0.13667","17.56320","0.21285","0.35000","0.00000","0.13667","0.02156"
"0.14104","18.21444","0.22074","0.36000","0.00000","0.14104","0.02225"
"0.14521","18.86962","0.22868","0.37000","0.00000","0.14521","0.02290"
"0.14938","19.53158","0.23670","0.38000","0.00000","0.14938","0.02356"
"0.15375","20.19926","0.24479","0.39000","0.00000","0.15375","0.02425"
"0.15792","20.87065","0.25293","0.40000","0.00000","0.15792","0.02491"
"0.16188","21.55157","0.26118","0.41000","0.00000","0.16188","0.02553"
"0.16604","22.22450","0.26934","0.42000","0.00000","0.16604","0.02619"
"0.17000","22.89360","0.27744","0.43000","0.00000","0.17000","0.02681"
"0.17396","23.53499","0.28522","0.44000","0.00000","0.17396","0.02744"
"0.17792","24.14477","0.29261","0.45000","0.00000","0.17792","0.02806"
"0.18208","24.73288","0.29973","0.46000","0.00000","0.18208","0.02872"
"0.18625","25.31451","0.30678","0.47000","0.00000","0.18625","0.02938"
"0.19042","25.89149","0.31378","0.48000","0.00000","0.19042","0.03003"
"0.19458","26.47158","0.32081","0.49000","0.00000","0.19458","0.03069"
"0.19875","27.06232","0.32796","0.50000","0.00000","0.19875","0.03135"
"0.20292","27.65282","0.33512","0.51000","0.00000","0.20292","0.03201"
"0.20687","28.22985","0.34211","0.52000","0.00000","0.20687","0.03263"
"0.21083","28.78062","0.34879","0.53000","0.00000","0.21083","0.03325"
"0.21479","29.31096","0.35522","0.54000","0.00000","0.21479","0.03388"
"0.21875","29.82572","0.36145","0.55000","0.00000","0.21875","0.03450"
"0.22271","30.33177","0.36759","0.56000","0.00000","0.22271","0.03513"
"0.22708","30.83058","0.37363","0.57000","0.00000","0.22708","0.03582"
"0.23125","31.33472","0.37974","0.58000","0.00000","0.23125","0.03647"
"0.23542","31.84832","0.38597","0.59000","0.00000","0.23542","0.03713"
"0.23938","32.37007","0.39229","0.60000","0.00000","0.23938","0.03776"
"0.24354","32.89233","0.39862","0.61000","0.00000","0.24354","0.03841"
"0.24750","33.41810","0.40499","0.62000","0.00000","0.24750","0.03904"
"0.25146","33.93155","0.41121","0.63000","0.00000","0.25146","0.03966"
"0.25542","34.41851","0.41711","0.64000","0.00000","0.25542","0.04029"
"0.25938","34.88929","0.42282","0.65000","0.00000","0.25938","0.04091"
"0.26333","35.35177","0.42842","0.66000","0.00000","0.26333","0.04154"
"0.26750","35.81437","0.43403","0.67000","0.00000","0.26750","0.04219"
"0.27167","36.29301","0.43983","0.68000","0.00000","0.27167","0.04285"
"0.27583","36.78135","0.44575","0.69000","0.00000","0.27583","0.04351"
"0.28000","37.27897","0.45178","0.70000","0.00000","0.28000","0.04416"
"0.28396","37.77618","0.45780","0.71000","0.00000","0.28396","0.04479"
"0.28792","38.26665","0.46375","0.72000","0.00000","0.28792","0.04541"
"0.29188","38.74622","0.46956","0.73000","0.00000","0.29188","0.04604"
"0.29583","39.21336","0.47522","0.74000","0.00000","0.29583","0.04666"
"0.29979","39.67210","0.48078","0.75000","0.00000","0.29979","0.04729"
"0.30375","40.12327","0.48625","0.76000","0.00000","0.30375","0.04791"
"0.30792","40.57411","0.49171","0.77000","0.00000","0.30792","0.04857"
"0.31208","41.03711","0.49732","0.78000","0.00000","0.31208","0.04922"
"0.31646","41.52187","0.50320","0.79000","0.00000","0.31646","0.04991"
"0.32063","42.03125","0.50937","0.80000","0.00000","0.32063","0.05057"
"0.32479","42.54353","0.51558","0.81000","0.00000","0.32479","0.05123"
"0.32875","43.04723","0.52168","0.82000","0.00000","0.32875","0.05185"
"0.33271","43.54030","0.52766","0.83000","0.00000","0.33271","0.05248"
"0.33646","44.00175","0.53325","0.84000","0.00000","0.33646","0.05307"
"0.34042","44.44033","0.53857","0.85000","0.00000","0.34042","0.05369"
"0.34438","44.86748","0.54374","0.86000","0.00000","0.34438","0.05432"
"0.34854","45.29766","0.54896","0.87000","0.00000","0.34854","0.05498"
"0.35250","45.74221","0.55434","0.88000","0.00000","0.35250","0.05560"
"0.35667","46.18610","0.55972","0.89000","0.00000","0.35667","0.05626"
"0.36083","46.64426","0.56528","0.90000","0.00000","0.36083","0.05691"
"0.36479","47.11708","0.57101","0.91000","0.00000","0.36479","0.05754"
"0.36854","47.58137","0.57663","0.92000","0.00000","0.36854","0.05813"
"0.37229","48.02497","0.58201","0.93000","0.00000","0.37229","0.05872"
"0.37625","48.45112","0.58717","0.94000","0.00000","0.37625","0.05935"
"0.38021","48.87616","0.59232","0.95000","0.00000","0.38021","0.05997"
"0.38417","49.29732","0.59743","0.96000","0.00000","0.38417","0.06059"
"0.38813","49.72734","0.60264","0.97000","0.00000","0.38813","0.06122"
"0.39229","50.17769","0.60810","0.98000","0.00000","0.39229","0.06188"
"0.39646","50.64439","0.61375","0.99000","0.00000","0.39646","0.06253"
"0.40063","51.11711","0.61948","1.00000","0.00000","0.40063","0.06319"
"0.40458","51.59306","0.62525","1.01000","0.00000","0.40458","0.06381"
"0.40854","52.07333","0.63107","1.02000","0.00000","0.40854","0.06444"
"0.41229","52.53780","0.63670","1.03000","0.00000","0.41229","0.06503"
"0.41625","52.97894","0.64205","1.04000","0.00000","0.41625","0.06565"
"0.42000","53.40108","0.64716","1.05000","0.00000","0.42000","0.06625"
"0.42396","53.81761","0.65221","1.06000","0.00000","0.42396","0.06687"
"0.42792","54.23880","0.65731","1.07000","0.00000","0.42792","0.06749"
"0.43208","54.67405","0.66259","1.08000","0.00000","0.43208","0.06815"
"0.43604","55.12180","0.66801","1.09000","0.00000","0.43604","0.06878"
"0.44021","55.58994","0.67369","1.10000","0.00000","0.44021","0.06943"
"0.44438","56.07366","0.67955","1.11000","0.00000","0.44438","0.07009"
